450,000,661;BANK;ГАЗПРОМБАНК;AO;354;23.01.1992;ACTIVE;117420,  г. Москва, ул. Наметкина, д. 16, корпус 1;1027700167110
450,001,027;BANK;ГАЗСТРОЙБАНК;AO;2,919;24.06.1994;WITHDRAWN;115432, г. Москва, ул. Трофимова, д. 2/1;1027739224941
790,000,015;BANK;ГАЗТРАНСБАНК;OOO;665;31.10.1990;ACTIVE;350015 г. Краснодар, ул.Северная, д. 321;1020100002955
290,000,003;BANK;ГАЗЭНЕРГОБАНК;AO;3,252;19.05.1995;ACTIVE;248030, г. Калуга, ул. Плеханова, 4;1024000000210
450,000,507;BANK;ГАРАНТ-ИНВЕСТ;AO;2,576;12.11.1993;ACTIVE;127051, г. Москва, 1-ый Колобовский переулок, д. 23;1037739429320
30,000,020;BANK;ГЕЛЕНДЖИК-БАНК;PAO;790;14.11.1990;WITHDRAWN;353460, Краснодарский край, г. Геленджик, ул. Островского, 31;1022300003186
450,000,462;BANK;ГЕНБАНК;AO;2,490;13.09.1993;ACTIVE;295011, Республика Крым, г. Симферополь, ул. Севастопольская, д. 13;1137711000074
870,000,008;BANK;ГЕОБАНК;OOO;2,027;27.08.1992;WITHDRAWN;115230, город Москва, Каширское шоссе, дом 3, корпус 2, строение 9, комната № 11, этаж 2.;1021100000393
280,000,004;BANK;ГЕФЕСТ;OOO;1,046;30.11.1990;ACTIVE;171506, Тверская область, г.Кимры, ул.Урицкого, д. 19;1026900001347
450,000,437;BANK;ГЛОБУС;AO;2,438;27.07.1993;ACTIVE;115184,  г. Москва, ул. Бахрушина, д. 10, стр.1;1027739050833
450,056,517;BANK;ГОЛДМАН САКС БАНК;OOO;3,490;30.10.2008;ACTIVE;125047, г. Москва, ул. Гашека, д. 6;1087711000112
400,000,024;BANK;ГОРБАНК;AO;2,982;19.07.1994;ACTIVE;191186, Санкт-Петербург, ул. Итальянская, 15;1027800000348
250,000,005;BANK;ГРИНКОМБАНК;AO;1,184;14.12.1990;WITHDRAWN;664007, Иркутская область, г. Иркутск, ул. Франк-Каменецкого, д. 8;1023800000190
450,000,583;BANK;ГРИНФИЛДБАНК;AO;2,711;24.02.1994;WITHDRAWN;107045,  г. Москва, Малый Головин переулок, д.8;1027700314113
280,000,007;BANK;ГУТА-БАНК;AO;256;20.12.1991;ACTIVE;107078, г. Москва, Орликов пер., д. 5, стр. 3;1026900005307
820,000,001;BANK;ДАГЭНЕРГОБАНК;OOO;3,286;27.02.1996;WITHDRAWN;367000, Республика Дагестан, г.Махачкала, пр.Р.Гамзатова, 39 А;1020500000553
450,000,214;BANK;ДАЛЕНА;OOO;1,948;08.07.1992;ACTIVE;111024,  г. Москва, Шоссе Энтузиастов, д. 17, стр. 1;1027700135540
450,001,085;BANK;ДАЛЕТБАНК;AO;3,049;10.08.1994;WITHDRAWN;123100, г. Москва, Шмитовский проезд, д. 10/7;1037739737749
50,000,006;BANK;ДАЛЬНЕВОСТОЧНЫЙ БАНК;AO;843;20.11.1990;ACTIVE;690990, г.Владивосток, ул. Верхнепортовая, 27-а;1022500000786
940,000,021;BANK;ДАТАБАНК;AO;646;30.10.1990;ACTIVE;426076, Удмуртская Республика, г.Ижевск, ул. Ленина, 30;1021800000090
450,036,566;BANK;ДЕНИЗБАНК МОСКВА;AO;3,330;15.06.1998;ACTIVE;123022,  г. Москва, ул. 2-я Звенигородская, д. 13, стр. 42;1027739453390
512,007,285;RNKO;ДЕНЬГИ.МЭЙЛ.РУ;OOO;3,511;02.08.2012;ACTIVE;125167, г. Москва, Ленинградский проспект, д. 39, стр. 79;1127711000042
450,000,594;BANK;ДЕРЖАВА;PAO;2,738;05.03.1994;ACTIVE;119435,  г. Москва, Большой Саввинский переулок, д. 2, стр. 9;1027739120199
450,000,541;BANK;ДЖ.П. МОРГАН БАНК ИНТЕРНЕШНЛ;OOO;2,629;26.10.1993;ACTIVE;125047,  г. Москва, ул. Бутырский Вал, дом 10;1027739606245
